LastName_FirstName, FirstName_LastName, Birthplace_AL, Longitude, Latitude
"SANDLIN, JOHN LEWIS"," ""JOHN LEWIS SANDLIN""", Eva,34.3243,-86.7458
"SCHWEITZER, JEROME WILLIAMS"," ""JEROME WILLIAMS SCHWEITZER""", Tuscaloosa,33.2098,-87.5692
"SCUDDER, MILDRED LEE"," ""MILDRED LEE SCUDDER""", Powell,34.5335,-85.8922
"SUMMERSELL, CHARLES GRAYSON"," ""CHARLES GRAYSON SUMMERSELL""", Mobile,30.6954,-88.0399
"WELLS, GLENN L."," ""GLENN L. WELLS""", Dadeville,32.8318,-85.7633
"BRUNSON, MAY AUGUSTA"," ""MAY AUGUSTA BRUNSON""", Mobile,30.6954,-88.0399
"COCKRELL, MARIAN BROWN"," ""MARIAN BROWN COCKRELL""", Birmingham,33.5186,-86.8104
"HUNT, ALMA FAY"," ""ALMA FAY HUNT""", Roanoke,33.1518,-85.3722
"JONES, ZELON B."," ""ZELON B. JONES""", Alexander City,32.944,-85.9539
"KELLEY, WELBOURN"," ""WELBOURN KELLEY""", Dothan,31.2232,-85.3905
"LOCKHART, MARGERY THOMPSON"," ""MARGERY THOMPSON LOCKHART""", Walker County,33.8088,-87.2802
"LYONS, HILARY HERBERT JR."," ""HILARY HERBERT LYONS JR.""", Mobile,30.6954,-88.0399
"PEARSON, ALLEN MOBLEY"," ""ALLEN MOBLEY PEARSON""", Selma,32.4074,-87.0211
"VARNER, JEANNETTE JOHNSON"," ""JEANNETTE JOHNSON VARNER""", Selma,32.4074,-87.0211
"WARD, GLADYS G."," ""GLADYS G. WARD""", Dadeville,32.8318,-85.7633
"WERTENBAKER, LAEL TUCKER"," ""LAEL TUCKER WERTENBAKER""", Mobile,30.6954,-88.0399
"WHITMAN, WILLIAM TATE"," ""WILLIAM TATE WHITMAN""", Boaz,34.2001,-86.1522
"BARRETT, EDWARD WARE"," ""EDWARD WARE BARRETT""", Birmingham,33.5186,-86.8104
"DAVIS, CHARLES SHEPARD"," ""CHARLES SHEPARD DAVIS""", Mobile,30.6954,-88.0399
"DAVIS, WILLIAM COLUMBUS"," ""WILLIAM COLUMBUS DAVIS""", Birmingham,33.5186,-86.8104
"HENRY, WAIGHTS GIBBS JR."," ""WAIGHTS GIBBS HENRY JR.""", Tuscaloosa,33.2098,-87.5692
"RAY, GEORGE MCNEILL"," ""GEORGE MCNEILL RAY""", Jackson,31.5082,-87.8942
"SIZEMORE, MARGARET DAVIDSON"," ""MARGARET DAVIDSON SIZEMORE""", Birmingham,33.5186,-86.8104
"SOUTHGATE, WYNDHAM NELSON"," ""WYNDHAM NELSON SOUTHGATE""", Birmingham,33.5186,-86.8104
"WATERS, ANNIE CROOK"," ""ANNIE CROOK WATERS""", Escambia County,31.1256,-87.1598
"WEBER, BERNERD CLARKE"," ""BERNERD CLARKE WEBER""", Ashland,33.2715,-85.8369
"ARNOLD, EDNA EARLE SMITH"," ""EDNA EARLE SMITH ARNOLD""", Cullman,34.1748,-86.8436
"BLACKSHEAR, HELEN FRIEDMAN"," ""HELEN FRIEDMAN BLACKSHEAR""", Tuscaloosa,33.2098,-87.5692
"BLACKSTONE, JOHN HOMER"," ""JOHN HOMER BLACKSTONE""", Black,31.0118,-85.7436
"BROOKS, SARA"," ""SARA BROOKS""", Black,31.0118,-85.7436
"CHAPPELL, GORDON THOMAS"," ""GORDON THOMAS CHAPPELL""", Birmingham,33.5186,-86.8104
"CRAWFORD, ANNIE MELL FAULK"," ""ANNIE MELL FAULK CRAWFORD""", Powell,34.5335,-85.8922
"GORMAN, ETHEL MILLER"," ""ETHEL MILLER GORMAN""", Birmingham,33.5186,-86.8104
"HASSELL, HARRIET"," ""HARRIET HASSELL""", Northport,33.229,-87.5772
"HONOUR, FRANCES MARCHMAN"," ""FRANCES MARCHMAN HONOUR""", Rosa,33.9501,-86.3864
"HURT, MELISSA DEARING JACK"," ""MELISSA DEARING JACK HURT""", Tuscaloosa,33.2098,-87.5692
"LANGFORD, GERALD"," ""GERALD LANGFORD""", Jackson,31.5082,-87.8942
"MASON, SARA ELIZABETH"," ""SARA ELIZABETH MASON""", Demopolis,32.5174,-87.8369
"McCOWN, JAMES HART"," ""JAMES HART McCOWN""", Mobile,30.6954,-88.0399
"McMANUS, JOSEPH FORDE ANTHONY"," ""JOSEPH FORDE ANTHONY McMANUS""", Black,31.0118,-85.7436
"MOORE, GLOVER"," ""GLOVER MOORE""", Birmingham,33.5186,-86.8104
"WILDMAN, JOHN HAZARD"," ""JOHN HAZARD WILDMAN""", Mobile,30.6954,-88.0399
"BAILEY, WILLIAM FIELDS"," ""WILLIAM FIELDS BAILEY""", Dothan,31.2232,-85.3905
"BARKER, SAMUEL BOOTH"," ""SAMUEL BOOTH BARKER""", Marion,32.6329,-87.3192
"BARNEY, HOWARD"," ""HOWARD BARNEY""", Mobile,30.6954,-88.0399
"BRASHER, NELL HUGHEY"," ""NELL HUGHEY BRASHER""", Perry County,32.6364,-87.2972
"DOSTER, JAMES FLETCHER"," ""JAMES FLETCHER DOSTER""", Tuscaloosa,33.2098,-87.5692
"FARMER, MARGARET PACE"," ""MARGARET PACE FARMER""", Troy,31.8088,-85.9699
"FOLEY, ALBERT SIDNEY"," ""ALBERT SIDNEY FOLEY""", Foley,30.4069,-87.6836
"HORN, ALFIE CASEY"," ""ALFIE CASEY HORN""", Louisville,31.7835,-85.5558
"JULICH, DOROTHY LOUISE MILAM"," ""DOROTHY LOUISE MILAM JULICH""", Decatur,34.6059,-86.9833
"MOSES, LOUISE JANE"," ""LOUISE JANE MOSES""", Anniston,33.6598,-85.8316
"SAYLORS, GORDON CHASON"," ""GORDON CHASON SAYLORS""", Clay,33.7029,-86.6236
"SMALLWOOD, VIVIAN"," ""VIVIAN SMALLWOOD""", Mobile,30.6954,-88.0399
"SMELLEY, SUSAN B."," ""SUSAN B. SMELLEY""", Tuscaloosa,33.2098,-87.5692
"SORENSEN, VIRGINIA EGGERTSEN"," ""VIRGINIA EGGERTSEN SORENSEN""", Black,31.0118,-85.7436
"STRONG, DONALD STUART"," ""DONALD STUART STRONG""", Marion,32.6329,-87.3192
"WELLS, OPAL B."," ""OPAL B. WELLS""", McKenzie,31.5443,-86.7186
"ALDRIDGE, GARET VAN ANTWERP"," ""GARET VAN ANTWERP ALDRIDGE""", Mobile,30.6954,-88.0399
"ALLEN, MEL"," ""MEL ALLEN""", Birmingham,33.5186,-86.8104
"BRADLEY, VAN ALLEN"," ""VAN ALLEN BRADLEY""", Albertville,34.2676,-86.2089
"CARLSON, WARNER W."," ""WARNER W. CARLSON""", Lincoln,33.5943,-86.1186
"CHAMBERS, NELLA JEAN"," ""NELLA JEAN CHAMBERS""", Chambers County,32.9024,-85.3549
"CLEM, PAUL LIVINGSTONE"," ""PAUL LIVINGSTONE CLEM""", Athens,34.8029,-86.9717
"COUNTESS, MARY BIVINS GERON"," ""MARY BIVINS GERON COUNTESS""", Huntsville,34.7304,-86.5861
"DAVIDSON, WILLIAM H."," ""WILLIAM H. DAVIDSON""", West Point,34.2334,-86.9425
"ELLIOTT, CARL ATWOOD"," ""CARL ATWOOD ELLIOTT""", Hamilton,34.1429,-87.9886
"FULLER, HELEN"," ""HELEN FULLER""", Birmingham,33.5186,-86.8104
"GLYNN, ROBERT L."," "" ROBERT L. GLYNN""", Birmingham,33.5186,-86.8104
"IKENBERRY, ERNEST CROUSE"," ""ERNEST CROUSE IKENBERRY""", Berry,33.6629,-87.5986
"SMITH, GEORGE EVERARD KIDDER"," ""GEORGE EVERARD KIDDER SMITH""", Birmingham,33.5186,-86.8104
"VOLKER, JOSEPH FRANCES"," ""JOSEPH FRANCES VOLKER""", Berry,33.6629,-87.5986
"WHITING, KENNETH R."," ""KENNETH R. WHITING""", Morris,33.7479,-86.6742
"WOODALL, SALLY LEE"," ""SALLY LEE WOODALL""", Birmingham,33.5186,-86.8104
"COULTER, HAROLD SYLVESTER"," ""HAROLD SYLVESTER COULTER""", Phenix City,32.47,-85.0007
"EDINGTON, ANDREW"," ""ANDREW EDINGTON""", Brent,32.9379,-87.1647
"FOX, DOROTHEA WARREN"," ""DOROTHEA WARREN FOX""", Birmingham,33.5186,-86.8104
"FRANKLIN, DENSON NAULS"," ""DENSON NAULS FRANKLIN""", Franklin,31.7143,-85.8472
"GASSMAN, OLA McDILL McCOWN"," ""OLA McDILL McCOWN GASSMAN""", Huntsville,34.7304,-86.5861
"HALBROOKS, RUTH THOMAS"," ""RUTH THOMAS HALBROOKS""", Brilliant,34.0243,-87.7697
"HEARIN, EMILY STAPLES VAN ANTWERP"," ""EMILY STAPLES VAN ANTWERP HEARIN""", Morris,33.7479,-86.6742
"HOLLEY, HOWARD LAMAR"," ""HOWARD LAMAR HOLLEY""", Marion,32.6329,-87.3192
"JACKSON, ALTO LOFTIN"," ""ALTO LOFTIN JACKSON""", Clio,31.7082,-85.6114
"LUCKEY, CARL FREEMAN"," ""CARL FREEMAN LUCKEY""", Jackson,31.5082,-87.8942
"MERRIWETHER, JAMES LEWIS"," ""JAMES LEWIS MERRIWETHER""", Atmore,31.0232,-87.4939
"SIMMONS, EDWARD N."," ""EDWARD N. SIMMONS""", Birmingham,33.5186,-86.8104
"STRONG, MARY ANTHONY"," ""MARY ANTHONY STRONG""", Birmingham,33.5186,-86.8104
"TRAWICK, BUCKNER BEASLEY"," ""BUCKNER BEASLEY TRAWICK""", Florence,34.7998,-87.6773
"TRAYLOR, ROSA LYON"," ""ROSA LYON TRAYLOR""", Gordo,33.3218,-87.9036
"WEAVER, OLIVER CORNELIUS"," ""OLIVER CORNELIUS WEAVER""", Camden,31.9904,-87.2908
"WOODRUFF, GWENDOLYN ROBERSON"," ""GWENDOLYN ROBERSON WOODRUFF""", Selma,32.4074,-87.0211
"ALEXANDER, MARGARET ABIGAIL WALKER"," ""MARGARET ABIGAIL WALKER ALEXANDER""", Birmingham,33.5186,-86.8104
"DeLOACH, ALTHA THOMPSON"," ""ALTHA THOMPSON DeLOACH""", Cleburne County,33.6775,-85.52
"FARRAR, LARSTON DAWN"," ""LARSTON DAWN FARRAR""", Birmingham,33.5186,-86.8104
"FITZPATRICK, PHILIP MATTHEW"," ""PHILIP MATTHEW FITZPATRICK""", York,32.4865,-88.2939
"GIBBONS, ROBERT FAUCETT"," ""ROBERT FAUCETT GIBBONS""", Tuscaloosa,33.2098,-87.5692
"GOING, WILLIAM THORNBURY"," ""WILLIAM THORNBURY GOING""", Birmingham,33.5186,-86.8104
"HALL, GROVER CLEVELAND JR."," ""GROVER CLEVELAND HALL JR.""", Cleveland,33.9929,-86.5772
"HILL, ELIZABETH CRAIG"," ""ELIZABETH CRAIG HILL""", Selma,32.4074,-87.0211
"JOHNSON, GOLDA WATSON"," ""GOLDA WATSON JOHNSON""", Opp,31.2829,-86.2558
"McCRACKEN, WILLIAM LIONEL"," ""WILLIAM LIONEL McCRACKEN""", Greenville,31.8293,-86.6172
"McNEILL, ROBERT BLAKELY"," ""ROBERT BLAKELY McNEILL""", Birmingham,33.5186,-86.8104
"STEWART, JOHN CRAIG"," ""JOHN CRAIG STEWART""", Selma,32.4074,-87.0211
"WATSON, FRED SHELTON"," ""FRED SHELTON WATSON""", Enterprise,31.3152,-85.8552
"WILLBERN, YORK YOUNG"," ""YORK YOUNG WILLBERN""", York,32.4865,-88.2939
"BENSON, CARL FREDERICK"," ""CARL FREDERICK BENSON""", Camden,31.9904,-87.2908
"BOSWELL, CHARLES A."," ""CHARLES A. BOSWELL""", Birmingham,33.5186,-86.8104
"BROWN, MARY VIRGINIA POUNDS"," ""MARY VIRGINIA POUNDS BROWN""", Birmingham,33.5186,-86.8104
"BURKART, FRANCES CAROLYN LEE"," ""FRANCES CAROLYN LEE BURKART""", Hartselle,34.4435,-86.9358
"CHENEY, CORA"," ""CORA CHENEY""", Birmingham,33.5186,-86.8104
"COOK, VIRGINIA JAMES"," ""VIRGINIA JAMES COOK""", Beatrice,31.7329,-87.2097
"COPELAND, MILES AXE JR."," ""MILES AXE COPELAND JR.""", Birmingham,33.5186,-86.8104
"DUNCAN, JULIA COLEY"," ""JULIA COLEY DUNCAN""", Alexander City,32.944,-85.9539
"HAMMOND, RALPH CHARLES"," ""RALPH CHARLES HAMMOND""", Valley,32.8182,-85.1792
"JOHNSON, EUGENE HARPER"," ""EUGENE HARPER JOHNSON""", Birmingham,33.5186,-86.8104
"JONES, MARY MARTIN"," ""MARY MARTIN JONES""", Anniston,33.6598,-85.8316
"LOTT, JANIE"," ""JANIE LOTT""", Hamilton,34.1429,-87.9886
"McDONALD, THOMAS DENNIS"," ""THOMAS DENNIS McDONALD""", Huntsville,34.7304,-86.5861
"MORLAND, JOHN KENNETH"," ""JOHN KENNETH MORLAND""", Huntsville,34.7304,-86.5861
"POWELL, THURSTON"," ""THURSTON POWELL""", Goldville,33.0818,-85.7742
"ROBERTS, FRANCES CABANISS"," ""FRANCES CABANISS ROBERTS""", Gainesville,32.8179,-88.1586
"SWEET, FRANKLYN HALEY"," ""FRANKLYN HALEY SWEET""", Franklin,31.7143,-85.8472
"UNGERMANN, KENNETH ARMISTEAD"," ""KENNETH ARMISTEAD UNGERMANN""", Birmingham,33.5186,-86.8104
"WALKER, ROBERT HENRY JR."," ""ROBERT HENRY WALKER JR.""", Athens,34.8029,-86.9717
"WEST, HERBERT BUELL"," ""HERBERT BUELL WEST""", Birmingham,33.5186,-86.8104
"ALBA, NANIA CHAMPNEY"," ""NANIA CHAMPNEY ALBA""", Montgomery,32.3792,-86.3077
"ALLISON, HARRISON CLARKE"," ""HARRISON CLARKE ALLISON""", Florence,34.7998,-87.6773
"GOING, ALLEN JOHNSTON"," ""ALLEN JOHNSTON GOING""", Birmingham,33.5186,-86.8104
"JOHNSTON, MARGUERITE SPRADLING"," ""MARGUERITE SPRADLING JOHNSTON""", Birmingham,33.5186,-86.8104
"KIRKLIN, JOHN WEBSTER"," ""JOHN WEBSTER KIRKLIN""", Margaret,33.6829,-86.4742
"McGRAW, EDGAR LEON"," ""EDGAR LEON McGRAW""", Anderson,34.9181,-87.2708
"McLIN, ELVA BELL"," ""ELVA BELL McLIN""", Kansas,33.8993,-87.5558
"WHITT, LEOVIS COATS"," ""LEOVIS COATS WHITT""", Limestone County,34.7981,-86.9478
"BAXTER, RICHARD DUNCAN"," ""RICHARD DUNCAN BAXTER""", Fort Payne,34.4443,-85.7194
"CANNON, JAMES MONROE, III"," ""JAMES MONROE CANNON III""", Sylacauga,33.1732,-86.2503
"CHITWOOD, MARIE DOWNS"," ""MARIE DOWNS CHITWOOD""", Boaz,34.2001,-86.1522
"GERBER, ISRAEL JOSHUA"," ""ISRAEL JOSHUA GERBER""", York,32.4865,-88.2939
"GRIMES, MARTIN"," ""MARTIN GRIMES""", Cordova,33.7593,-87.1864
"HUBBARD, PRESTON JOHN"," ""PRESTON JOHN HUBBARD""", Winfield,33.9287,-87.8136
"KING, CLINTON PATRICK"," ""CLINTON PATRICK KING""", Lauderdale County,34.8849,-87.6581
"LINDSEY, HENRY CARLTON"," ""HENRY CARLTON LINDSEY""", Snead,34.1182,-86.3936
"MOORE, GERALDINE HAMILTON"," ""GERALDINE HAMILTON MOORE""", Birmingham,33.5186,-86.8104
"SMYTHE-HAITHE, MABEL MURPHY"," ""MABEL MURPHY SMYTHE-HAITHE""", Montgomery,32.3792,-86.3077
"WHEELER, JESSE HARRISON JR."," ""JESSE HARRISON WHEELER JR.""", Scottsboro,34.6723,-86.0341
"WILLIAMS, HERBERT LEE"," ""HERBERT LEE WILLIAMS""", Birmingham,33.5186,-86.8104
"WRIGHT, CHARLES HOWARD"," ""CHARLES HOWARD WRIGHT""", Dothan,31.2232,-85.3905
"ATKINSON, CLETTUS"," ""CLETTUS ATKINSON""", Brighton,33.4343,-86.9472
"BATES, JAMES LEONARD"," ""JAMES LEONARD BATES""", Birmingham,33.5186,-86.8104
"BOGGS, JAMES"," ""JAMES BOGGS""", Marion,32.6329,-87.3192
"BREYER, BERNARD RICH"," ""BERNARD RICH BREYER""", Ashville,33.8357,-86.2561
"DOBBINS, AUSTIN CHARLES"," ""AUSTIN CHARLES DOBBINS""", Ashville,33.8357,-86.2561
"GREER, VIRGINIA BRADFORD"," ""VIRGINIA BRADFORD GREER""", Birmingham,33.5186,-86.8104
"MARSHALL, BENNETT DAVIS"," ""BENNETT DAVIS MARSHALL""", Vincent,33.3851,-86.4092
"MASON, DAVID PIERCE"," ""DAVID PIERCE MASON""", Baldwin County,30.7278,-87.7221
"STYLES, DAISY MADARIS"," ""DAISY MADARIS STYLES""", Pike County,31.8003,-86.0239
"WALLACE, GEORGE CORLEY"," ""GEORGE CORLEY WALLACE""", Clio,31.7082,-85.6114
"BARNES, JOE"," ""JOE BARNES""", Gadsden,34.0143,-86.0066
"BERNEY, WILLIAM CLAIBORNE"," ""WILLIAM CLAIBORNE BERNEY""", Birmingham,33.5186,-86.8104
"BOWEN, ROBERT OWEN"," ""ROBERT OWEN BOWEN""", Bridgeport,34.9479,-85.7147
"CAMBRON, JAMES WILLIAM"," ""JAMES WILLIAM CAMBRON""", Franklin,31.7143,-85.8472
"EARLY, LOUISE HAYES"," ""LOUISE HAYES EARLY""", Brookwood,33.2568,-87.3208
"EVERETT, DONALD EDWARD"," ""DONALD EDWARD EVERETT""", Auburn,32.6099,-85.4808
"FRYE, RICHARD NELSON"," ""RICHARD NELSON FRYE""", Birmingham,33.5186,-86.8104
"GALLANT, THOMAS GRADY"," ""THOMAS GRADY GALLANT""", Gadsden,34.0143,-86.0066
"GLAZE, ANDREW, III"," ""ANDREW GLAZE III""", Ashville,33.8357,-86.2561
"HIGDON, BETTINA BLANCHE PEARSON"," ""BETTINA BLANCHE PEARSON HIGDON""", Bessemer,33.4018,-86.9544
"KENNAMER, SAMUEL REXFORD"," ""SAMUEL REXFORD KENNAMER""", Brent,32.9379,-87.1647
"MILTON, HILARY H."," ""HILARY H. MILTON""", Jasper,33.8318,-87.2775
"MORTON, CARL P."," ""CARL P. MORTON""", Leeds,33.5482,-86.5442
"ROBINSON, CAUSTON HENRY"," ""CAUSTON HENRY ROBINSON""", Hanceville,34.0601,-86.7672
"SMITH, MURPHY DEWITT JR."," ""MURPHY DEWITT SMITH JR.""", Birmingham,33.5186,-86.8104
"TWITTY, WILLIAM BRADLEY"," ""WILLIAM BRADLEY TWITTY""", Black,31.0118,-85.7436
"VOLTZ, JEANNE APPLETON"," ""JEANNE APPLETON VOLTZ""", Collinsville,34.2637,-85.8608
"WITT, EDWIN T."," ""EDWIN T. WITT""", Birmingham,33.5186,-86.8104
"ABERNATHY, MABRA GLENN"," ""MABRA GLENN ABERNATHY""", Birmingham,33.5186,-86.8104
"ADKINS, WALTER ROBERTS JR"," ""WALTER ROBERTS ADKINS JR. """, Eva,34.3243,-86.7458
"AKENS, DAVID STRODE"," ""DAVID STRODE AKENS""", Eva,34.3243,-86.7458
"ANDERS, MARY EDNA"," ""MARY EDNA ANDERS""", Northport,33.229,-87.5772
"ATCHISON, RAY M."," ""RAY M. ATCHISON""", Eva,34.3243,-86.7458
"BAILEY, PAUL CLINTON"," ""PAUL CLINTON BAILEY""", Baileyton,34.2654,-86.6069
"BALLARD, JAMES CLARENCE"," ""JAMES CLARENCE BALLARD""", Florence,34.7998,-87.6773
"BELL, WILLIAM STEWART"," ""WILLIAM STEWART BELL""", Birmingham,33.5186,-86.8104
"CARNEY, MARGARET AUBREY TOULMIN"," ""MARGARET AUBREY TOULMIN CARNEY""", Dayton,32.3382,-87.6372
"DANIEL, ADRIAN GEORGE"," ""ADRIAN GEORGE DANIEL""", Talladega,33.4359,-86.1
"DOWLING, HERNDON GLENN"," ""HERNDON GLENN DOWLING""", Cullman,34.1748,-86.8436
"FRYE, ROLAND MUSHAT"," ""ROLAND MUSHAT FRYE""", Birmingham,33.5186,-86.8104
"HAMILTON, VIRGINIA VAN DER VEER"," ""VIRGINIA VAN DER VEER HAMILTON""", Birmingham,33.5186,-86.8104
"JOHNS, JOHN EDWIN"," ""JOHN EDWIN JOHNS""", Ozark,31.459,-85.64
"JOHNSON, JOHN BOWMAN"," ""JOHN BOWMAN JOHNSON""", Georgiana,31.6379,-86.7414
"JONES, JOHN MAXWELL JR."," ""JOHN MAXWELL JONES JR.""", Atmore,31.0232,-87.4939
"KAHN, LAWRENCE"," ""LAWRENCE KAHN""", Gadsden,34.0143,-86.0066
"LOVVORN, ALICE REBECCA"," ""ALICE REBECCA LOVVORN""", Randolph County,33.3016,-85.4513
"LYMAN, WILLIAM JOHNSTON JR."," ""WILLIAM JOHNSTON LYMAN JR.""", Birmingham,33.5186,-86.8104
"RIDGELY, JOSEPH VINCENT"," ""JOSEPH VINCENT RIDGELY""", Montgomery,32.3792,-86.3077
"RYAN, ROBERTA"," ""ROBERTA RYAN""", Florence,34.7998,-87.6773
"SHEPARD, TAZEWELL TAYLOR JR."," ""TAZEWELL TAYLOR SHEPARD JR.""", Mobile,30.6954,-88.0399
"WORTSMAN, EUGENE"," ""EUGENE WORTSMAN""", Birmingham,33.5186,-86.8104
"YOLTON, JOHN WILLIAM"," ""JOHN WILLIAM YOLTON""", Birmingham,33.5186,-86.8104
"BLACK, HUGO LAFAYETTE JR."," ""HUGO LAFAYETTE BLACK JR.""", Birmingham,33.5186,-86.8104
"BROWNE, RAY BROADUS"," ""RAY BROADUS BROWNE""", Millport,33.5601,-88.0808
"CARMICHAEL, WILLIAM EDWARD"," ""WILLIAM EDWARD CARMICHAEL""", Birmingham,33.5186,-86.8104
"CARTER, FRANCES TUNNELL"," ""FRANCES TUNNELL CARTER""", Springville,33.7729,-86.4714
"DANIEL, THOMAS WALTER JR."," ""THOMAS WALTER DANIEL JR.""", Wetumpka,32.5435,-86.2113
"FUNDABURK, EMMA LILA"," ""EMMA LILA FUNDABURK""", Douglas,34.1729,-86.3186
"JERNIGAN, MARY (POLLY) SAMFORD"," ""MARY (POLLY) SAMFORD JERNIGAN""", Opelika,32.6454,-85.3783
"JOHNSON, JAMES RALPH SCOTT"," ""JAMES RALPH SCOTT JOHNSON""", Fort Payne,34.4443,-85.7194
"SPENCE, RUTH SCHMIDT"," ""RUTH SCHMIDT SPENCE""", Montgomery,32.3792,-86.3077
"WELCH, JOSEPH EDMUND"," ""JOSEPH EDMUND WELCH""", Selma,32.4074,-87.0211
"WHITE, DAVID HART"," ""DAVID HART WHITE""", Birmingham,33.5186,-86.8104
"WRIGHT, MILDRED SULSER"," ""MILDRED SULSER WRIGHT""", Birmingham,33.5186,-86.8104
"BARRETT, HENRY CHARLES"," ""HENRY CHARLES BARRETT""", Birmingham,33.5186,-86.8104
"BIDERMAN, ALBERT D."," ""ALBERT D. BIDERMAN""", Ider,34.7043,-85.6742
"BUTLER, MARY KIMBRO"," ""MARY KIMBRO BUTLER""", Crenshaw County,31.668,-86.3151
"CADENHEAD, IVIE EDWARD JR."," ""IVIE EDWARD CADENHEAD JR. """, Margaret,33.6829,-86.4742
"CATER, SILAS DOUGLASS"," ""SILAS DOUGLASS CATER""", Montgomery,32.3792,-86.3077
"DICKSON, THOMAS INCHES JR."," ""THOMAS INCHES DICKSON JR.""", York,32.4865,-88.2939
"GARRARD, JEANNE"," ""JEANNE GARRARD""", Birmingham,33.5186,-86.8104
"GODDARD, NETTYE GEORGE KENT"," ""NETTYE GEORGE KENT GODDARD""", Fayette,33.684,-87.83
"LACEY, ARCHIE LOUIS"," ""ARCHIE LOUIS LACEY""", Tarrant,33.5868,-86.7722
"LAW, VIRGINIA"," ""VIRGINIA LAW""", Dothan,31.2232,-85.3905
"McLEOD, GROVER STEPHEN"," ""GROVER STEPHEN McLEOD""", Shelby County,33.2395,-86.6611
"ROBBINS, ISAAC, III"," ""ISAAC ROBBINS III""", Midway,32.0729,-85.5208
"SAUNDERS, ROBERT LAWRENCE"," ""ROBERT LAWRENCE SAUNDERS""", Opp,31.2829,-86.2558
"SPAIN, RUFUS BUIN"," ""RUFUS BUIN SPAIN""", Gordo,33.3218,-87.9036
"WEEKS, GRACE EZELL"," ""GRACE EZELL WEEKS""", Clanton,32.8387,-86.6294
"WILLIAMS, BENJAMIN BURFORD"," ""BENJAMIN BURFORD WILLIAMS""", York,32.4865,-88.2939
"WILLMAN, LEON D."," ""LEON D. WILLMAN""", Cleveland,33.9929,-86.5772
"ALEXANDER, MARY JO"," ""MARY JO ALEXANDER""", Fort Payne,34.4443,-85.7194
"BACON, MARY GORDON PERKINS"," ""MARY GORDON PERKINS BACON""", Anniston,33.6598,-85.8316
"BONNER, WILLIAM HOMER"," ""WILLIAM HOMER BONNER""", Nauvoo,33.9882,-87.4872
"CRAMER, DALE LEWIS"," ""DALE LEWIS CRAMER""", Eva,34.3243,-86.7458
"DENTON, JEREMIAH ANDREW JR."," ""JEREMIAH ANDREW DENTON JR.""", Mobile,30.6954,-88.0399
"GARRETT, ALLEN McCAIN"," ""ALLEN McCAIN GARRETT""", Birmingham,33.5186,-86.8104
"LINCOLN, CHARLES ERIC"," ""CHARLES ERIC LINCOLN""", Athens,34.8029,-86.9717
"LUCIER, MAYME RUTH McCONNELL"," ""MAYME RUTH McCONNELL LUCIER""", Limestone County,34.7981,-86.9478
"PEAK, HUGH STANFORD"," ""HUGH STANFORD PEAK""", Birmingham,33.5186,-86.8104
"RONNER, JOHN"," ""JOHN RONNER""", Jackson,31.5082,-87.8942
"SMALL, ROBERT VAN DYKE"," ""ROBERT VAN DYKE SMALL""", Abbeville,31.5718,-85.2505
"THOMPSON, JAMES JOSEPH"," ""JAMES JOSEPH THOMPSON""", Columbia,31.2929,-85.1114
"WALDRON, ANN WOOD"," ""ANN WOOD WALDRON""", Birmingham,33.5186,-86.8104
"AXFORD, FAYE ACTON"," ""FAYE ACTON AXFORD""", Birmingham,33.5186,-86.8104
"CARTER, ASA EARL"," ""ASA EARL CARTER""", Oxford,33.6143,-85.8342
"COOK, JAMES GRAHAM"," ""JAMES GRAHAM COOK""", Fayette,33.684,-87.83
"COX, LUTHER"," ""LUTHER COX""", Brewton,31.1054,-87.0722
"DICKINSON, ARTHUR TAYLOR JR."," ""ARTHUR TAYLOR DICKINSON JR.""", Montgomery,32.3792,-86.3077
"FLOYD, DENNIS STEWART"," ""DENNIS STEWART FLOYD""", Guntersville,34.3582,-86.2942
"FOREMAN, MARY DOUGLAS FUNDABURK"," ""MARY DOUGLAS FUNDABURK FOREMAN""", Luverne,31.7168,-86.2633
"GAMBEL, JOHNNIE GENEVA RODEN DOLE"," ""JOHNNIE GENEVA RODEN DOLE GAMBEL""", Clay,33.7029,-86.6236
"GILMORE, J. HERBERT JR."," ""J. HERBERT GILMORE JR.""", Rutledge,31.7329,-86.3058
"HEBSON, ANN HELLEBUSCH"," ""ANN HELLEBUSCH HEBSON""", Montgomery,32.3792,-86.3077
"JONES, MADISON PERCY JR."," ""MADISON PERCY JONES JR.""", Ashville,33.8357,-86.2561
"LEWIS, JESSE J."," ""JESSE J. LEWIS""", Tuscaloosa,33.2098,-87.5692
"RUIZ-FORNELLS, ENRIQUE"," ""ENRIQUE RUIZ-FORNELLS""", Madrid,31.0368,-85.3972
"SAUNDERS, HARRIS JR."," ""HARRIS SAUNDERS JR.""", Birmingham,33.5186,-86.8104
"STEELE, HAROLD CLYDE"," ""HAROLD CLYDE STEELE""", Steele,33.9379,-86.1992
"STEIN, RICHARD JAMES"," ""RICHARD JAMES STEIN""", Birmingham,33.5186,-86.8104
"ABERNATHY, RALPH DAVID"," ""RALPH DAVID ABERNATHY""", Linden,32.3068,-87.7986
"BAREFIELD, MARILYN DAVIS HAHN"," ""MARILYN DAVIS HAHN BAREFIELD""", Birmingham,33.5186,-86.8104
"BELL, ROBERT EUGENE"," ""ROBERT EUGENE BELL""", Tarrant,33.5868,-86.7722
